Survived,Age,SibSp,Parch,Fare,Relatives,IsAlone,Sex_male,Embarked_Q,Embarked_S,Pclass_2,Pclass_3
1,52.0,1,0,78.2667,1,0.0,False,False,False,False,False
0,47.0,0,0,7.25,0,1.0,True,False,True,False,True
0,29.69911764705882,0,2,7.75,2,0.0,False,True,False,False,True
0,37.0,1,0,26.0,1,0.0,True,False,True,True,False
0,36.0,1,1,24.15,2,0.0,True,False,True,False,True
1,29.69911764705882,0,0,33.0,0,1.0,False,False,True,True,False
0,49.0,0,0,0.0,0,1.0,True,False,True,False,True
0,29.69911764705882,0,0,7.225,0,1.0,True,False,False,False,True
1,49.0,1,0,56.9292,1,0.0,True,False,False,False,False
1,24.0,2,1,27.0,3,0.0,False,False,True,True,False
0,29.69911764705882,0,0,7.8958,0,1.0,True,False,True,False,True
0,29.69911764705882,0,0,42.4,0,1.0,True,False,True,False,False
0,44.0,0,0,8.05,0,1.0,True,False,True,False,True
1,35.0,0,0,26.55,0,1.0,True,False,False,False,False
0,36.0,1,0,15.55,1,0.0,True,False,True,False,True
0,30.0,0,0,7.8958,0,1.0,True,False,True,False,True
1,27.0,0,0,30.5,0,1.0,True,False,True,False,False
1,22.0,1,2,41.5792,3,0.0,False,False,False,True,False
1,40.0,0,0,153.4625,0,1.0,False,False,True,False,False
0,39.0,1,5,31.275,6,0.0,False,False,True,False,True
0,29.69911764705882,0,0,7.05,0,1.0,True,False,True,False,True
1,29.69911764705882,1,0,15.5,1,0.0,False,True,False,False,True
0,29.69911764705882,0,0,7.75,0,1.0,True,True,False,False,True
0,35.0,0,0,8.05,0,1.0,True,False,True,False,True
1,24.0,1,2,65.0,3,0.0,False,False,True,True,False
0,34.0,1,1,14.4,2,0.0,True,False,True,False,True
0,26.0,1,0,16.1,1,0.0,False,False,True,False,True
1,4.0,2,1,39.0,3,0.0,False,False,True,True,False
0,26.0,0,0,10.5,0,1.0,True,False,True,True,False
0,27.0,1,0,14.4542,1,0.0,True,False,False,False,True
1,42.0,1,0,52.5542,1,0.0,True,False,True,False,False
1,20.0,1,1,15.7417,2,0.0,True,False,False,False,True
0,21.0,0,0,7.8542,0,1.0,True,False,True,False,True
0,21.0,0,0,16.1,0,1.0,True,False,True,False,True
0,61.0,0,0,32.3208,0,1.0,True,False,True,False,False
0,57.0,0,0,12.35,0,1.0,True,True,False,True,False
1,21.0,0,0,77.9583,0,1.0,False,False,True,False,False
0,26.0,0,0,7.8958,0,1.0,True,False,True,False,True
0,29.69911764705882,0,0,7.7333,0,1.0,True,True,False,False,True
1,80.0,0,0,30.0,0,1.0,True,False,True,False,False
0,51.0,0,0,7.0542,0,1.0,True,False,True,False,True
1,32.0,0,0,30.5,0,1.0,True,False,False,False,False
0,29.69911764705882,0,0,0.0,0,1.0,True,False,True,False,False
0,9.0,3,2,27.9,5,0.0,False,False,True,False,True
1,28.0,0,0,13.0,0,1.0,False,False,True,True,False
0,32.0,0,0,7.925,0,1.0,True,False,True,False,True
0,31.0,1,1,26.25,2,0.0,True,False,True,True,False
0,41.0,0,5,39.6875,5,0.0,False,False,True,False,True
0,29.69911764705882,1,0,16.1,1,0.0,True,False,True,False,True
0,20.0,0,0,7.8542,0,1.0,True,False,True,False,True
1,24.0,0,0,69.3,0,1.0,False,False,False,False,False
0,2.0,3,2,27.9,5,0.0,False,False,True,False,True
1,29.69911764705882,0,0,56.4958,0,1.0,True,False,True,False,True
1,0.75,2,1,19.2583,3,0.0,False,False,False,False,True
1,48.0,1,0,76.7292,1,0.0,True,False,False,False,False
0,19.0,0,0,7.8958,0,1.0,True,False,True,False,True
1,56.0,0,0,35.5,0,1.0,True,False,False,False,False
0,29.69911764705882,0,0,7.55,0,1.0,True,False,True,False,True
1,23.0,0,0,7.55,0,1.0,False,False,True,False,True
0,29.69911764705882,0,0,7.8958,0,1.0,True,False,True,False,True
1,18.0,0,1,23.0,1,0.0,False,False,True,True,False
0,21.0,0,0,8.4333,0,1.0,True,False,True,False,True
1,29.69911764705882,0,0,7.8292,0,1.0,False,True,False,False,True
0,18.0,0,0,6.75,0,1.0,False,True,False,False,True
0,24.0,2,0,73.5,2,0.0,True,False,True,True,False
0,29.69911764705882,0,0,7.8958,0,1.0,True,False,True,False,True
0,32.0,1,1,15.5,2,0.0,False,True,False,False,True
0,23.0,0,0,13.0,0,1.0,True,False,True,True,False
0,58.0,0,2,113.275,2,0.0,True,False,False,False,False
1,50.0,2,0,133.65,2,0.0,True,False,True,False,False
0,40.0,0,0,7.225,0,1.0,True,False,False,False,True
0,47.0,0,0,25.5875,0,1.0,True,False,True,False,False
0,36.0,0,0,7.4958,0,1.0,True,False,True,False,True
1,20.0,1,0,7.925,1,0.0,True,False,True,False,True
0,32.0,2,0,73.5,2,0.0,True,False,True,True,False
0,25.0,0,0,13.0,0,1.0,True,False,True,True,False
0,29.69911764705882,0,0,7.775,0,1.0,True,False,True,False,True
0,43.0,0,0,8.05,0,1.0,True,False,True,False,True
1,29.69911764705882,1,0,52.0,1,0.0,False,False,True,False,False
1,40.0,1,1,39.0,2,0.0,False,False,True,True,False
0,31.0,1,0,52.0,1,0.0,True,False,True,False,False
0,70.0,0,0,10.5,0,1.0,True,False,True,True,False
1,31.0,0,0,13.0,0,1.0,True,False,True,True,False
0,29.69911764705882,0,0,0.0,0,1.0,True,False,True,True,False
0,18.0,0,0,7.775,0,1.0,True,False,True,False,True
0,24.5,0,0,8.05,0,1.0,True,False,True,False,True
1,18.0,0,0,9.8417,0,1.0,False,False,True,False,True
0,43.0,1,6,46.9,7,0.0,False,False,True,False,True
1,36.0,0,1,512.3292,1,0.0,True,False,False,False,False
0,29.69911764705882,0,0,8.1375,0,1.0,False,True,False,False,True
1,27.0,0,0,76.7292,0,1.0,True,False,False,False,False
0,20.0,0,0,9.225,0,1.0,True,False,True,False,True
0,14.0,5,2,46.9,7,0.0,True,False,True,False,True
0,60.0,1,1,39.0,2,0.0,True,False,True,True,False
0,25.0,1,2,41.5792,3,0.0,True,False,False,True,False
0,14.0,4,1,39.6875,5,0.0,True,False,True,False,True
0,19.0,0,0,10.1708,0,1.0,True,False,True,False,True
0,18.0,0,0,7.7958,0,1.0,True,False,True,False,True
1,15.0,0,1,211.3375,1,0.0,False,False,True,False,False
1,31.0,1,0,57.0,1,0.0,True,False,True,False,False
1,4.0,0,1,13.4167,1,0.0,False,False,False,False,True
1,29.69911764705882,0,0,56.4958,0,1.0,True,False,True,False,True
0,25.0,0,0,7.225,0,1.0,True,False,False,False,True
0,60.0,0,0,26.55,0,1.0,True,False,True,False,False
0,52.0,0,0,13.5,0,1.0,True,False,True,True,False
0,44.0,0,0,8.05,0,1.0,True,False,True,False,True
1,29.69911764705882,0,0,7.7333,0,1.0,False,True,False,False,True
0,49.0,1,1,110.8833,2,0.0,True,False,False,False,False
0,42.0,0,0,7.65,0,1.0,True,False,True,False,True
1,18.0,1,0,227.525,1,0.0,False,False,False,False,False
1,35.0,0,0,26.2875,0,1.0,True,False,True,False,False
0,18.0,0,1,14.4542,1,0.0,False,False,False,False,True
0,25.0,0,0,7.7417,0,1.0,True,True,False,False,True
0,26.0,1,0,7.8542,1,0.0,True,False,True,False,True
0,39.0,0,0,26.0,0,1.0,True,False,True,True,False
1,45.0,0,0,13.5,0,1.0,False,False,True,True,False
1,42.0,0,0,26.2875,0,1.0,True,False,True,False,False
1,22.0,0,0,151.55,0,1.0,False,False,True,False,False
1,29.69911764705882,1,1,15.2458,2,0.0,True,False,False,False,True
1,24.0,0,0,49.5042,0,1.0,False,False,False,False,False
0,29.69911764705882,0,0,26.55,0,1.0,True,False,True,False,False
1,48.0,1,0,52.0,1,0.0,True,False,True,False,False
0,29.0,0,0,9.4833,0,1.0,True,False,True,False,True
0,52.0,0,0,13.0,0,1.0,True,False,True,True,False
0,19.0,0,0,7.65,0,1.0,True,False,True,False,True
1,38.0,0,0,227.525,0,1.0,False,False,False,False,False
1,27.0,0,0,10.5,0,1.0,False,False,True,True,False
0,29.69911764705882,0,0,15.5,0,1.0,True,True,False,False,True
0,33.0,0,0,7.775,0,1.0,True,False,True,False,True
1,6.0,0,1,33.0,1,0.0,False,False,True,True,False
0,17.0,1,0,7.0542,1,0.0,True,False,True,False,True
0,34.0,0,0,13.0,0,1.0,True,False,True,True,False
0,50.0,0,0,13.0,0,1.0,True,False,True,True,False
1,27.0,1,0,53.1,1,0.0,True,False,True,False,False
0,20.0,0,0,8.6625,0,1.0,True,False,True,False,True
1,30.0,3,0,21.0,3,0.0,False,False,True,True,False
1,29.69911764705882,0,0,7.7375,0,1.0,False,True,False,False,True
0,25.0,1,0,26.0,1,0.0,True,False,True,True,False
0,25.0,1,0,7.925,1,0.0,False,False,True,False,True
1,29.0,0,0,211.3375,0,1.0,False,False,True,False,False
0,11.0,0,0,18.7875,0,1.0,True,False,False,False,True
0,29.69911764705882,0,0,0.0,0,1.0,True,False,True,True,False
0,23.0,0,0,13.0,0,1.0,True,False,True,True,False
0,23.0,0,0,13.0,0,1.0,True,False,True,True,False
0,28.5,0,0,16.1,0,1.0,True,False,True,False,True
0,48.0,1,3,34.375,4,0.0,False,False,True,False,True
1,35.0,0,0,512.3292,0,1.0,True,False,False,False,False
0,29.69911764705882,0,0,7.8958,0,1.0,True,False,True,False,True
0,29.69911764705882,0,0,7.8958,0,1.0,True,False,True,False,True
1,29.69911764705882,0,0,30.0,0,1.0,True,False,True,False,False
0,36.0,1,0,78.85,1,0.0,True,False,True,False,False
1,21.0,2,2,262.375,4,0.0,False,False,False,False,False
0,24.0,1,0,16.1,1,0.0,True,False,True,False,True
1,31.0,0,0,7.925,0,1.0,True,False,True,False,True
0,70.0,1,1,71.0,2,0.0,True,False,True,False,False
0,16.0,1,1,20.25,2,0.0,True,False,True,False,True
1,30.0,0,0,13.0,0,1.0,False,False,True,True,False
0,19.0,1,0,53.1,1,0.0,True,False,True,False,False
0,31.0,0,0,7.75,0,1.0,True,True,False,False,True
1,4.0,1,1,23.0,2,0.0,False,False,True,True,False
1,6.0,0,1,12.475,1,0.0,True,False,True,False,True
0,33.0,0,0,9.5,0,1.0,True,False,True,False,True
0,23.0,0,0,7.8958,0,1.0,True,False,True,False,True
1,48.0,1,2,65.0,3,0.0,False,False,True,True,False
1,0.67,1,1,14.5,2,0.0,True,False,True,True,False
0,28.0,0,0,7.7958,0,1.0,True,False,True,False,True
0,18.0,0,0,11.5,0,1.0,True,False,True,True,False
0,34.0,0,0,8.05,0,1.0,True,False,True,False,True
1,33.0,0,0,86.5,0,1.0,False,False,True,False,False
0,29.69911764705882,0,0,14.5,0,1.0,True,False,True,False,True
0,41.0,0,0,7.125,0,1.0,True,False,True,False,True
1,20.0,0,0,7.2292,0,1.0,True,False,False,False,True
1,36.0,1,2,120.0,3,0.0,False,False,True,False,False
0,16.0,0,0,7.775,0,1.0,True,False,True,False,True
1,51.0,1,0,77.9583,1,0.0,False,False,True,False,False
0,29.69911764705882,0,0,39.6,0,1.0,True,False,False,False,False
0,30.5,0,0,7.75,0,1.0,False,True,False,False,True
0,29.69911764705882,1,0,24.15,1,0.0,True,True,False,False,True
0,32.0,0,0,8.3625,0,1.0,True,False,True,False,True
0,24.0,0,0,9.5,0,1.0,True,False,True,False,True
0,48.0,0,0,7.8542,0,1.0,True,False,True,False,True
0,57.0,0,0,10.5,0,1.0,False,False,True,True,False
0,29.69911764705882,0,0,7.225,0,1.0,True,False,False,False,True
1,54.0,1,3,23.0,4,0.0,False,False,True,True,False
0,18.0,0,0,7.75,0,1.0,True,False,True,False,True
0,29.69911764705882,0,0,7.75,0,1.0,True,True,False,False,True
1,5.0,0,0,12.475,0,1.0,False,False,True,False,True
0,29.69911764705882,0,0,7.7375,0,1.0,True,True,False,False,True
1,43.0,0,1,211.3375,1,0.0,False,False,True,False,False
1,13.0,0,0,7.2292,0,1.0,False,False,False,False,True
1,17.0,1,0,57.0,1,0.0,False,False,True,False,False
0,29.0,0,0,30.0,0,1.0,True,False,True,False,False
0,29.69911764705882,1,2,23.45,3,0.0,True,False,True,False,True
0,25.0,0,0,7.05,0,1.0,True,False,True,False,True
0,25.0,0,0,7.25,0,1.0,True,False,True,False,True
1,18.0,0,0,7.4958,0,1.0,False,False,True,False,True
0,8.0,4,1,29.125,5,0.0,True,True,False,False,True
1,1.0,1,2,20.575,3,0.0,True,False,True,False,True
0,46.0,0,0,79.2,0,1.0,True,False,False,False,False
0,29.69911764705882,0,0,7.75,0,1.0,True,True,False,False,True
0,16.0,0,0,26.0,0,1.0,True,False,True,True,False
0,29.69911764705882,8,2,69.55,10,0.0,False,False,True,False,True
0,29.69911764705882,0,0,30.6958,0,1.0,True,False,False,False,False
0,25.0,0,0,7.8958,0,1.0,True,False,True,False,True
0,39.0,0,0,13.0,0,1.0,True,False,True,True,False
1,49.0,0,0,25.9292,0,1.0,False,False,True,False,False
1,31.0,0,0,8.6833,0,1.0,False,False,True,False,True
0,30.0,0,0,7.2292,0,1.0,True,False,False,False,True
0,30.0,1,1,24.15,2,0.0,False,False,True,False,True
0,34.0,0,0,13.0,0,1.0,True,False,True,True,False
1,31.0,1,1,26.25,2,0.0,False,False,True,True,False
1,11.0,1,2,120.0,3,0.0,True,False,True,False,False
1,0.42,0,1,8.5167,1,0.0,True,False,False,False,True
1,27.0,0,0,6.975,0,1.0,True,False,True,False,True
0,31.0,0,0,7.775,0,1.0,True,False,True,False,True
0,39.0,0,0,0.0,0,1.0,True,False,True,False,False
0,18.0,0,0,7.775,0,1.0,False,False,True,False,True
0,39.0,0,0,13.0,0,1.0,True,False,True,True,False
1,33.0,1,0,53.1,1,0.0,False,False,True,False,False
0,26.0,0,0,7.8875,0,1.0,True,False,True,False,True
0,39.0,0,0,24.15,0,1.0,True,False,True,False,True
0,35.0,0,0,10.5,0,1.0,True,False,True,True,False
0,6.0,4,2,31.275,6,0.0,False,False,True,False,True
0,30.5,0,0,8.05,0,1.0,True,False,True,False,True
0,29.69911764705882,0,0,0.0,0,1.0,True,False,True,False,False
0,23.0,0,0,7.925,0,1.0,False,False,True,False,True
0,31.0,1,1,37.0042,2,0.0,True,False,False,True,False
0,43.0,0,0,6.45,0,1.0,True,False,True,False,True
0,10.0,3,2,27.9,5,0.0,True,False,True,False,True
1,52.0,1,1,93.5,2,0.0,False,False,True,False,False
1,27.0,0,0,8.6625,0,1.0,True,False,True,False,True
0,38.0,0,0,0.0,0,1.0,True,False,True,False,False
1,27.0,0,1,12.475,1,0.0,False,False,True,False,True
0,2.0,4,1,39.6875,5,0.0,True,False,True,False,True
0,29.69911764705882,0,0,6.95,0,1.0,True,True,False,False,True
0,29.69911764705882,0,0,56.4958,0,1.0,True,False,True,False,True
1,1.0,0,2,37.0042,2,0.0,True,False,False,True,False
1,29.69911764705882,0,0,7.75,0,1.0,True,True,False,False,True
1,62.0,0,0,80.0,0,1.0,False,False,True,False,False
1,15.0,1,0,14.4542,1,0.0,False,False,False,False,True
1,0.83,1,1,18.75,2,0.0,True,False,True,True,False
0,29.69911764705882,0,0,7.2292,0,1.0,True,False,False,False,True
0,23.0,0,0,7.8542,0,1.0,True,False,True,False,True
0,18.0,0,0,8.3,0,1.0,True,False,True,False,True
1,39.0,1,1,83.1583,2,0.0,False,False,False,False,False
0,21.0,0,0,8.6625,0,1.0,True,False,True,False,True
0,29.69911764705882,0,0,8.05,0,1.0,True,False,True,False,True
1,32.0,0,0,56.4958,0,1.0,True,False,True,False,True
1,29.69911764705882,0,0,29.7,0,1.0,True,False,False,False,False
0,20.0,0,0,7.925,0,1.0,True,False,True,False,True
0,16.0,0,0,10.5,0,1.0,True,False,True,True,False
1,30.0,0,0,31.0,0,1.0,False,False,False,False,False
0,34.5,0,0,6.4375,0,1.0,True,False,False,False,True
0,17.0,0,0,8.6625,0,1.0,True,False,True,False,True
0,42.0,0,0,7.55,0,1.0,True,False,True,False,True
0,29.69911764705882,8,2,69.55,10,0.0,True,False,True,False,True
0,35.0,0,0,7.8958,0,1.0,True,False,False,False,True
0,28.0,0,1,33.0,1,0.0,True,False,True,True,False
1,29.69911764705882,1,0,89.1042,1,0.0,False,False,False,False,False
0,4.0,4,2,31.275,6,0.0,True,False,True,False,True
0,74.0,0,0,7.775,0,1.0,True,False,True,False,True
0,9.0,1,1,15.2458,2,0.0,False,False,False,False,True
1,16.0,0,1,39.4,1,0.0,False,False,True,False,False
0,44.0,1,0,26.0,1,0.0,False,False,True,True,False
1,18.0,0,1,9.35,1,0.0,False,False,True,False,True
1,45.0,1,1,164.8667,2,0.0,False,False,True,False,False
1,51.0,0,0,26.55,0,1.0,True,False,True,False,False
1,24.0,0,3,19.2583,3,0.0,False,False,False,False,True
0,29.69911764705882,0,0,7.2292,0,1.0,True,False,False,False,True
0,41.0,2,0,14.1083,2,0.0,True,False,True,False,True
0,21.0,1,0,11.5,1,0.0,True,False,True,True,False
1,48.0,0,0,25.9292,0,1.0,False,False,True,False,False
0,29.69911764705882,8,2,69.55,10,0.0,False,False,True,False,True
0,24.0,0,0,13.0,0,1.0,True,False,True,True,False
1,42.0,0,0,13.0,0,1.0,False,False,True,True,False
1,27.0,1,0,13.8583,1,0.0,False,False,False,True,False
0,31.0,0,0,50.4958,0,1.0,True,False,True,False,False
0,29.69911764705882,0,0,9.5,0,1.0,True,False,True,False,True
1,4.0,1,1,11.1333,2,0.0,True,False,True,False,True
0,26.0,0,0,7.8958,0,1.0,True,False,True,False,True
1,47.0,1,1,52.5542,2,0.0,False,False,True,False,False
0,33.0,0,0,5.0,0,1.0,True,False,True,False,False
0,47.0,0,0,9.0,0,1.0,True,False,True,False,True
1,28.0,1,0,24.0,1,0.0,False,False,False,True,False
1,15.0,0,0,7.225,0,1.0,False,False,False,False,True
0,20.0,0,0,9.8458,0,1.0,True,False,True,False,True
0,19.0,0,0,7.8958,0,1.0,True,False,True,False,True
0,29.69911764705882,0,0,7.8958,0,1.0,True,False,True,False,True
1,56.0,0,1,83.1583,1,0.0,False,False,False,False,False
1,25.0,0,1,26.0,1,0.0,False,False,True,True,False
0,33.0,0,0,7.8958,0,1.0,True,False,True,False,True
0,22.0,0,0,10.5167,0,1.0,False,False,True,False,True
0,28.0,0,0,10.5,0,1.0,True,False,True,True,False
0,25.0,0,0,7.05,0,1.0,True,False,True,False,True
0,39.0,0,5,29.125,5,0.0,False,True,False,False,True
0,27.0,0,0,13.0,0,1.0,True,False,True,True,False
1,19.0,0,0,30.0,0,1.0,False,False,True,False,False
0,29.69911764705882,1,2,23.45,3,0.0,False,False,True,False,True
1,26.0,0,0,30.0,0,1.0,True,False,False,False,False
0,32.0,0,0,7.75,0,1.0,True,True,False,False,True
